Real,Simple,Expansiva,Deslizante
11908.91,2044.9603424614668,1653.9612188822032,1653.9612188822032
32072.14,12004.298291119932,11576.828363932073,11576.828363932073
41503.24,24859.241100046038,24777.986685128213,24777.986685128213
55594.78,33976.55993721724,34312.06701719046,34312.06701719046
50636.85,41244.56271529913,41453.57541365504,41453.57541365504
53382.68,44660.81794088364,45206.051679019925,45206.051679019925
44893.44,44231.64319345355,44745.82160959959,44745.82160959959
38720.76,42617.09448554754,43402.415540241,43402.415540241
33909.29,38695.2901093781,37012.59490268946,37012.59490268946
2080.98,29558.24089645505,29498.380190677643,29498.380190677643
298.3,14488.089204998016,15032.761423394084,15032.761423394084
0.0,2959.5751765836776,2908.3615853625533,2908.3615853625533
4672.54,1363.9435091356934,282.59976383119823,282.59976383119823
17278.92,10652.02754242599,10314.003271727264,10314.003271727264
14623.66,23560.575225521923,24255.700001118184,24255.700001118184
52510.18,32879.10337331891,33956.65010670304,33956.65010670304
44528.23,40297.77482616425,41148.53705085754,41148.53705085754
38294.25,43747.644051318166,44405.20489295244,44405.20489295244
53972.51,43535.60184783459,44290.26894172668,44290.26894172668
56049.55,41923.26448570967,42269.176082656384,42269.176082656384
56732.95,37985.278306992055,45201.89913441181,45201.89913441181
30219.44,28883.778503602145,34226.37640336275,34226.37640336275
15065.71,15346.959697555303,17931.677513470055,17931.677513470055
1470.58,4286.658098648489,5439.806421936751,5439.806421936751
16081.21,1265.9751986512542,2290.3647299608588,2290.3647299608588
42759.37,8890.29891470611,9447.457711243032,9447.457711243032
43238.82,21737.941967009305,21746.646487793325,21746.646487793325
46336.65,31378.00480839133,31469.034683803915,31469.034683803915
44907.47,38842.73631690383,39385.42295518756,39385.42295518756
47687.11,42438.82065132141,43764.045830671785,43764.045830671785
50400.76,42639.76367423534,43932.864521505835,43932.864521505835
35153.89,41229.96320205331,43554.712815213206,43554.712815213206
44296.28,38389.14414406895,35526.647722642425,35526.647722642425
37418.21,29782.219736065865,27646.899096713663,27646.899096713663
23059.35,16535.110382794737,13320.604761744142,13320.604761744142
6751.48,4814.249793468863,1994.9546940492094,1994.9546940492094
12024.42,601.3065976935625,101.34755943655968,101.34755943655968
42907.26,7646.934051299095,9959.757641247808,9959.757641247808
53522.46,20799.308656644822,23829.52388487816,23829.52388487816
54289.65,30990.3207738626,33421.137799670694,33421.137799670694
57296.8,38616.60787938714,41111.6233992064,41111.6233992064
59790.82,42561.1586290884,44382.65920001507,44382.65920001507
58886.26,42919.219120483394,44449.81773279428,44449.81773279428
57559.57,41752.608795588014,42461.66350590825,42461.66350590825
55239.3,40294.98845329523,47592.8154551053,47592.8154551053
50714.98,31819.868744177817,39804.9071454513,39804.9071454513
27344.67,16882.51357685208,22554.260455060004,22554.260455060004
1906.45,4565.894532901644,9355.767905414104,9355.767905414104
0.0,3014.8641275689006,4672.362341928184,4672.362341928184
2406.12,13345.103231235147,11999.821570166945,11999.821570166945
8247.34,26760.09733872771,22848.664675973057,22848.664675973057
23666.09,35845.722149324414,31046.594314014314,31046.594314014314
50710.04,42377.22328655362,37348.88926807165,37348.88926807165
58986.66,45166.162551631925,40858.457110830546,40858.457110830546
49790.62,44778.81041193247,40808.75778976798,40808.75778976798
37970.42,42830.93509589672,39709.417915675636,39709.417915675636
36574.12,40147.480497894285,39958.00714280128,39958.00714280128
40433.81,30914.40562052965,31620.515729050636,31620.515729050636
28267.86,14991.017930128573,18286.768317991497,18286.768317991497
4205.36,2672.6221875499186,5769.063459165693,5769.063459165693
3151.62,935.4436466854811,1298.1400527742505,1298.1400527742505
12324.34,10406.347219109237,9327.141976389288,9327.141976389288
24677.44,23518.41686371982,23138.817941601872,23138.817941601872
44494.03,33055.17358024835,33768.39241290331,33768.39241290331
36560.4,40810.59478905558,40858.19468236089,40858.19468236089
31483.99,44696.61627153873,44418.88976579666,44418.88976579666
25377.94,44409.15675696611,44406.62895332456,44406.62895332456
15782.22,43051.375010409356,43139.987070583105,43139.987070583105
19161.9,35631.19459386349,22863.617309880257,22863.617309880257
20022.31,26820.984602930544,20077.20970768571,20077.20970768571
8719.97,13567.621347672939,10295.249284252226,10295.249284252226
2423.43,3132.799192389995,3575.727555416003,3575.727555416003
1356.82,819.4792074131966,2807.7067599010466,2807.7067599010466
6825.47,9104.455982915759,10989.315662674904,10989.315662674904
47644.36,22278.764591310024,23683.99957996845,23683.99957996845
40224.07,31259.171022542716,33675.438705253604,33675.438705253604
38237.88,38817.09937096357,40553.94360497236,40553.94360497236
43049.34,41996.74445721388,42819.63909397483,42819.63909397483
48613.33,42403.99870894313,42519.94192238331,42519.94192238331
51672.81,40420.68397177696,40089.55713170171,40089.55713170171
52416.26,37512.25099043369,42786.48434422731,42786.48434422731
46391.47,28455.744162242412,31545.88570337057,31545.88570337057
19261.07,14351.712268914878,14469.8793706733,14469.8793706733
1893.76,3659.1178196893634,3119.664261559397,3119.664261559397
9131.24,2599.592300167382,3054.7590438202024,3054.7590438202024
33227.42,11936.34475444734,12694.19475834459,12694.19475834459
46495.21,24475.763639516234,24875.918815217017,24875.918815217017
54646.36,33502.753053734305,33485.9807871294,33485.9807871294
60079.62,40597.981417726274,41075.97557899713,41075.97557899713
56609.88,43557.93914169312,44524.243218637705,44524.243218637705
51270.38,43298.38194823265,44170.52051547646,44170.52051547646
55210.87,41468.37174825311,42902.13425526023,42902.13425526023
47335.72,39212.72572594166,46535.76901629209,46535.76901629209
40052.55,30326.440423124433,36377.240140678885,36377.240140678885
21378.18,15546.279909123778,18612.650447915792,18612.650447915792
1486.02,3503.8826965917647,4938.448408381939,4938.448408381939
12315.25,836.197444627285,1990.8035966569184,1990.8035966569184
40598.97,9481.879257242977,10388.642945512831,10388.642945512831
53836.57,22683.78820104718,22643.960821534394,22643.960821534394
57189.23,32635.61606438279,32476.217783761025,32476.217783761025
58467.03,40190.63068494201,40332.79358989477,40332.79358989477
56747.06,43988.37586132288,44838.50517029524,44838.50517029524
55080.31,43879.19018097639,44662.86719849229,44662.86719849229
54864.39,42609.44546750545,43894.1794776845,43894.1794776845
53295.11,39087.740308024884,45605.06644865036,45605.06644865036
41409.8,30046.473627284766,36235.26247935176,36235.26247935176
15587.33,15347.856971367002,18833.489793996214,18833.489793996214
2444.61,3736.982372739017,5976.965178173035,5976.965178173035
5755.22,1601.0944247832895,2950.284533390403,2950.284533390403
25219.67,10366.817966056466,11052.860979943573,11052.860979943573
23869.53,23119.732059297563,22532.43451079309,22532.43451079309
40220.21,32642.58585579753,31556.560367298127,31556.560367298127
49936.58,40008.262194740775,38952.605083119866,38952.605083119866
53606.54,43556.39544481278,43026.41343185425,43026.41343185425
56853.06,43399.2471023941,42906.85410847187,42906.85410847187
56059.1,41930.03359652996,41808.7569103682,41808.7569103682
56995.94,38119.34066256523,47341.55563237667,47341.55563237667
43307.85,28934.577708691955,35467.37748092174,35467.37748092174
31658.99,13907.390960657,16808.93519467175,16808.93519467175
3337.55,2734.805192321688,4072.879718579799,4072.879718579799
6754.63,1780.1516851761937,4160.641298253536,4160.641298253536
28371.46,11461.573060414195,14433.776159884334,14433.776159884334
38385.99,24319.925509824752,26912.765100951194,26912.765100951194
57825.46,33383.03550142169,35682.163605610134,35682.163605610134
56314.11,40903.181868696214,43200.09476786137,43200.09476786137
54487.85,44205.41964269876,46807.42879329443,46807.42879329443
60175.18,43934.9871047163,46364.98211193561,46364.98211193561
52699.12,42169.30275374055,45535.86251750469,45535.86251750469
42351.58,37324.39079858064,44516.58262286901,44516.58262286901
27292.66,28485.56645634949,33965.5418007338,33965.5418007338
7298.18,14959.217774393559,17368.451988193392,17368.451988193392
2370.27,3859.3816159759463,4640.363917625099,4640.363917625099
1950.43,780.3136879378557,2159.436079054773,2159.436079054773
9439.96,8535.974169761539,10508.84483272165,10508.84483272165
15623.94,21599.514808506967,22930.648487666844,22930.648487666844
39263.25,31066.042965085508,32473.960127073526,32473.960127073526
40114.95,38726.98606557369,40368.40281768203,40368.40281768203
48050.38,42347.53413630247,44554.82771307945,44554.82771307945
53928.37,42675.48096080423,44558.702392249106,44558.702392249106
60316.82,41094.148750520944,43472.49551936626,43472.49551936626
56659.07,35920.56829256773,47095.61384540081,47095.61384540081
35461.73,27065.241830685736,35035.49740470886,35035.49740470886
13930.49,13680.288064484595,17928.949029234052,17928.949029234052
4572.4,3377.116238399297,5464.865928762704,5464.865928762704
0.0,1375.727222790718,3353.473555866331,3353.473555866331
871.25,9833.57585824877,11237.00761598885,11237.00761598885
4134.71,22829.27391353488,23388.263920496105,23388.263920496105
21631.15,32073.554100629688,33123.60566295385,33123.60566295385
47397.67,39580.12172422052,40911.13190762997,40911.13190762997
33403.01,42758.59746008396,45163.73122904539,45163.73122904539
33087.11,42916.92673061609,44959.62362752676,44959.62362752676
36636.18,41089.22821671486,44914.97605450511,44914.97605450511
31362.92,35819.795760219095,34030.42723985672,34030.42723985672
13451.89,27138.949497479796,26809.906648193002,26809.906648193002
10653.17,14164.146344279647,15651.459696065784,15651.459696065784
2624.09,3408.0991995982827,4980.322151071728,4980.322151071728
1006.3,286.64039041548966,-102.02292682170868,-102.02292682170868
5531.1,8022.514537475407,6241.133683658242,6241.133683658242
21763.3,21587.580102000833,19811.93118766248,19811.93118766248
38903.43,31211.410970686076,30637.800224646926,30637.800224646926
48856.17,39018.38972567558,38217.998330187795,38217.998330187795
54304.51,42565.75884579182,41957.928199157715,41957.928199157715
48472.4,43047.9788772726,42557.70074807644,42557.70074807644
50901.98,41541.90960839033,41469.85369725824,41469.85369725824
39748.53,38896.375924253465,43979.15999094724,43979.15999094724
47488.12,30474.033281853794,33854.86259365558,33854.86259365558
36862.53,16692.415024522543,17628.948907129765,17628.948907129765
4932.67,4749.525960113108,4626.908669691831,4626.908669691831
2547.74,2296.658671585172,2256.4911963534355,2256.4911963534355
5877.25,11753.883642433286,11169.911795895398,11169.911795895398
11866.94,25283.763531003,24001.91044512689,24001.91044512689
36933.81,34933.48219637156,33807.37075913191,33807.37075913191
52948.38,41607.66337700844,41229.0485616517,41229.0485616517
48408.27,44577.85195204973,45193.20812097549,45193.20812097549
53673.91,44325.76625149012,44870.27445209265,44870.27445209265
50835.92,42606.76715341806,43836.53783617258,43836.53783617258
54756.05,39924.16158869982,45665.286063952444,45665.286063952444
50096.93,30733.160169808863,35692.54882637262,35692.54882637262
38178.78,15681.436359860896,19832.37359360039,19832.37359360039
6792.83,3391.472136981189,5888.967219914496,5888.967219914496
2199.01,489.6230228325725,1156.6790474967659,1156.6790474967659
4862.85,8946.053386781812,8169.424310335219,8169.424310335219
12871.2,22274.191389302014,21068.081720480917,21068.081720480917
34648.16,32325.703478685617,32085.550555011032,32085.550555011032
55170.08,40071.47272274852,39913.2090593338,39913.2090593338
44447.08,44093.10025768518,44782.1293602252,44782.1293602252
37789.25,44058.99999359846,44736.44365105152,44736.44365105152
44293.86,42943.2467624259,44588.81219990015,44588.81219990015
23762.51,37065.883318998815,38527.86460497856,38527.86460497856
18736.68,28158.960718512535,30187.23176807642,30187.23176807642
15048.07,14481.295009103418,17051.276308674216,17051.276308674216
1666.14,3536.5198254790903,5220.7249606788155,5220.7249606788155
1741.65,837.7585080975294,1192.773092585504,1192.773092585504
5874.69,9078.083851336241,8864.756520199775,8864.756520199775
14215.88,22344.402582662104,22193.467620186806,22193.467620186806
30855.66,32027.997676069735,32632.887580146788,32632.887580146788
37468.91,39604.863325970175,39999.99183870434,39999.99183870434
44169.57,43043.30147572517,43695.1892313242,43695.1892313242
44700.38,43238.760515471695,43836.01297923327,43836.01297923327
54749.94,41607.049757498506,42611.278607550856,42611.278607550856
52723.13,39221.25465120554,46333.15108226299,46333.15108226299
45992.46,30078.505337551833,35020.2649757421,35020.2649757421
18016.2,15431.11047374487,18194.445596441627,18194.445596441627
1884.76,3825.0391844411192,5414.608947202116,5414.608947202116
4659.97,2049.41583758235,3298.347657864094,3298.347657864094
19283.14,11106.584525811077,11579.652364412546,11579.652364412546
39889.1,23916.82380270362,23757.46218488276,23757.46218488276
44279.38,33359.5134202075,33472.71271244287,33472.71271244287
56851.85,40734.24740059614,40974.7476560688,40974.7476560688
56656.77,44246.08061852693,45190.25194144964,45190.25194144964
55429.05,43997.73838290214,44733.06295488357,44733.06295488357
52821.77,42585.94654174447,44617.75651640654,44617.75651640654
47088.46,37167.24245616198,43211.77283476114,43211.77283476114
31716.0,27732.2906192708,32171.441849433184,32171.441849433184
6317.32,12813.35175572753,14446.054338946342,14446.054338946342
213.45,2517.059993675798,3016.0344427663085,3016.0344427663085
2872.0,3029.0000493453445,3855.808440103233,3855.808440103233
16347.55,13363.122997881472,14286.13313100636,14286.13313100636
34330.39,25590.03685130477,26117.62999334097,26117.62999334097
49992.61,33962.697539231776,34209.18733860016,34209.18733860016
50553.44,40936.2285596621,41619.83156766772,41619.83156766772
48743.88,43727.27497098207,44898.67847469091,44898.67847469091
53752.68,43295.52610900402,44553.17595741749,44553.17595741749
51460.58,41085.14899770856,42657.95614197016,42657.95614197016
48619.14,37521.01147022963,43800.61600976706,43800.61600976706
24578.72,28243.939302154184,33022.16162246227,33022.16162246227
10788.21,13184.563579732478,15877.080643233061,15877.080643233061
1311.58,2064.2594478973747,3196.386961322874,3196.386961322874
17259.71,1184.3454724293947,1942.7897996255756,1942.7897996255756
47709.53,10967.49743689239,11337.777253905833,11337.777253905833
55760.49,24152.916803582906,24058.899874706865,24058.899874706865
57186.28,33246.6421635592,33518.6029614532,33518.6029614532
57109.82,40718.48625544786,41265.25597198009,41265.25597198009
52518.36,43939.506277333494,45230.727673652174,45230.727673652174
57817.06,43767.00972868204,44969.85833784342,44969.85833784342
48817.93,42005.582121853826,43865.289190568925,43865.289190568925
54811.08,38409.354995474816,42765.34341545105,42765.34341545105
40682.57,29160.131119120717,33934.88012144804,33934.88012144804
8166.23,13820.434515387416,17393.18394183755,17393.18394183755
703.54,2596.198096651733,5235.081824071258,5235.081824071258
1013.2799999999999,2646.533227866888,2702.879128809869,2702.879128809869
4712.04,13449.165767560005,11514.635711054802,11514.635711054802
9591.16,26299.12050594151,23302.02722389698,23302.02722389698
30253.0,34861.70800992012,32109.75379247367,32109.75379247367
26391.14,41752.902097995284,39273.52808681607,39273.52808681607
34768.1,44488.529791311026,42866.90323320866,42866.90323320866
30063.13,43986.1760932684,42675.04100719333,42675.04100719333
33157.88,41893.0736339724,41089.4173195827,41089.4173195827
48280.69,38867.385296840665,33873.78831740856,33873.78831740856
42721.86,29497.00244121194,27264.508012863396,27264.508012863396
9948.75,13558.217339240015,15068.222070356607,15068.222070356607
4313.04,2056.107763558626,4260.662243183553,4260.662243183553
4107.01,1790.2720654426514,2082.110372697413,2082.110372697413
20290.57,12149.048817968369,11845.661246022284,11845.661246022284
38587.46,24989.179855327606,25638.287026920916,25638.287026920916
55548.82,33806.772576590774,34980.69616545677,34980.69616545677
46764.0,41507.20730252028,41561.96609010816,41561.96609010816
47624.81,44932.54718424559,44086.60129381895,44086.60129381895
57605.09,44509.188314812185,43995.87822816133,43995.87822816133
55192.87,42751.5311876142,41930.323039695024,41930.323039695024
54645.91,39654.88682337761,46615.92547680378,46615.92547680378
38423.47,30191.338001778124,35194.23575491428,35194.23575491428
3958.72,14015.707346697747,15827.008905298113,15827.008905298113
0.0,2020.4112204165756,2859.4095100711284,2859.4095100711284
6925.59,1917.861989439726,3020.4523102757335,3020.4523102757335
23922.15,13030.480440431833,13514.440990145205,13514.440990145205
32606.9,26378.134630761742,25731.885228018164,25731.885228018164
44771.84,35231.581641691926,34483.57559983849,34483.57559983849
55714.81,42465.765880367755,42305.21368632793,42305.21368632793
34169.95,45568.612046821116,46271.95893792629,46271.95893792629
54499.04,45025.539484317305,45712.26847850561,45712.26847850561
32094.45,43132.19526057959,44746.832731056216,44746.832731056216
6742.24,36223.16761429429,30912.27724845588,30912.27724845588
5459.12,27810.119956735372,23721.079179034234,23721.079179034234
3971.71,14615.52331209123,12061.394814670979,12061.394814670979
459.99,3778.08474939391,2534.5182405819,2534.5182405819
4426.3,714.583074772954,-3.72416872382164,-3.72416872382164
26461.32,8455.286098636687,8573.224540294706,8573.224540294706
33078.71,21455.912406213283,22343.763878077865,22343.763878077865
28836.28,30515.67064595878,31472.467479741572,31472.467479741572
47993.0,38086.266956903935,38989.57276416182,38989.57276416182
43118.95,41489.250248559714,41587.904056940075,41587.904056940075
51635.58,42036.09329069376,42161.14817497015,42161.14817497015
52464.81,40137.1068548584,39527.73251134396,39527.73251134396
37769.08,36351.908074872495,42155.24739364505,42155.24739364505
4867.16,27258.257970119117,30728.57924931645,30728.57924931645
22595.48,13975.577981482744,14351.03979596138,14351.03979596138
876.16,3683.4194678281247,3429.378096283227,3429.378096283227
2616.78,1520.3248271669447,2571.1656045211853,2571.1656045211853
5426.55,9756.778868072926,11249.316668988466,11249.316668988466
14233.67,22710.06964043498,23753.78625668645,23753.78625668645
27629.41,32065.555821168422,32578.966248116492,32578.966248116492
37546.62,39508.000205971,40357.909538137916,40357.909538137916
47616.02,42654.35932823896,43880.81878118515,43880.81878118515
49678.73,42831.097184069156,43977.06056318998,43977.06056318998
54881.59,41052.812407307625,42754.50280410886,42754.50280410886
54035.65,35865.068530477285,44060.412476243975,44060.412476243975
25044.59,27053.656385598777,32640.482568798066,32640.482568798066
19279.99,12761.37162252426,16036.635223163963,16036.635223163963
1405.25,2248.954096335173,3837.5035719393195,3837.5035719393195
7153.16,1832.3604784798622,2951.4934410098194,2951.4934410098194
42766.91,12246.6451939857,12719.463146654665,12719.463146654665
43002.38,25702.00118603587,25766.012506800293,25766.012506800293
51480.81,34535.45539274454,35096.03347787142,35096.03347787142
50651.69,41890.58828199506,42632.72055721879,42632.72055721879
53989.27,44709.63735472441,46296.33391166687,46296.33391166687
46489.14,44432.6595419693,45746.291557748315,45746.291557748315
49946.41,42309.41254184246,44980.39792829394,44980.39792829394
42121.38,38383.83768604278,43523.05931068182,43523.05931068182
26839.03,29103.014334548116,33772.19762571335,33772.19762571335
18304.9,12924.81052973032,15462.43208344698,15462.43208344698
1754.79,1815.33012505278,2399.665222762823,2399.665222762823
3532.41,4178.707858211547,4205.5889273563025,4205.5889273563025
25538.44,16811.97434790492,17380.340383793115,17380.340383793115
49099.74,29643.2310578233,30481.761414361,30481.761414361
46803.91,37376.27059148669,38028.91475855708,38028.91475855708
58630.79,43229.15872087598,44144.06155094743,44144.06155094743
53515.29,45546.768735964295,46682.13463600159,46682.13463600159
52538.58,44656.920106260775,45737.137435247896,45737.137435247896
55713.33,42056.55113360047,43602.79511379361,43602.79511379361
53541.5,38118.669154422285,47433.135449802874,47433.135449802874
48990.66,28738.063166203498,35660.59044170737,35660.59044170737
31584.39,12221.344002116919,15276.534316253066,15276.534316253066
3091.94,1124.2734731414914,2701.4840127542616,2701.4840127542616
8182.9,3106.284268849045,4786.431893279851,4786.431893279851
42782.64,15268.227297415733,17021.533129032254,17021.533129032254
56349.0,27806.10634484649,29397.657828477622,29397.657828477622
58378.0,35665.622893537286,36993.52252773285,36993.52252773285
56161.81,42030.48195253372,43917.56648542166,43917.56648542166
53046.72,44759.19002458334,46958.850020287035,46958.850020287035
54372.03,43839.7950365901,46096.888274726865,46096.888274726865
49529.01,41444.16658116937,44992.07599519372,44992.07599519372
52408.29,35573.53751538277,42652.11324927807,42652.11324927807
43905.49,25900.985643532873,32751.343160259723,32751.343160259723
18288.11,10306.119804721475,14709.801704626381,14709.801704626381
111.03,877.9505859982967,2457.641171130389,2457.641171130389
1858.24,3642.33108092621,3779.1011773085593,3779.1011773085593
7188.69,14967.180355864464,15855.561508721114,15855.561508721114
19226.55,26670.84078510642,28240.276881305574,28240.276881305574
17018.3,34548.26421760917,35899.369475158455,35899.369475158455
22147.32,41016.412034869194,42565.91707472205,42565.91707472205
33699.12,43872.93820861101,45489.73685472012,45489.73685472012
41858.16,43137.667666020396,44723.29907211542,44723.29907211542
36803.54,40398.73646138072,42670.54113078713,42670.54113078713
27231.52,34413.58824252606,33816.43225981951,33816.43225981951
16863.58,25216.00488606155,25802.549882336854,25802.549882336854
9032.47,10070.337472839356,12069.424932880402,12069.424932880402
804.56,485.5428390157223,1876.775049753636,1876.775049753636
1872.29,2741.8285307219626,3275.55545583114,3275.55545583114
13908.97,14141.474261160194,15236.437754596769,15236.437754596769
20085.65,26720.11365990579,28857.2848058933,28857.2848058933
19015.58,35047.576832797524,37315.0900248766,37315.0900248766
36387.43,41846.782023773194,43097.805553327795,43097.805553327795
51358.29,44847.790507030484,45332.233462018965,45332.233462018965
41652.32,44293.74225970745,44766.37593356132,44766.37593356132
49305.28,41538.663985699415,42227.78185081005,42227.78185081005
53276.88,35632.83863104105,40226.8728284502,40226.8728284502
44243.21,26168.483227821587,29625.291370452644,29625.291370452644
6466.66,10932.431397444903,13102.025001972317,13102.025001972317
0.0,962.2706864394247,1986.8280947847663,1986.8280947847663
925.77,2907.6133747808635,2937.19639587149,2937.19639587149
4472.11,14302.698928153515,13674.251244871914,13674.251244871914
12488.79,26987.929631676077,26206.122417006492,26206.122417006492
18971.35,35380.27438444853,34757.39269323111,34757.39269323111
27770.38,42072.802402508256,41747.91209782958,41747.91209782958
41764.77,44965.2272472024,45006.883907518386,45006.883907518386
41434.55,44398.52840394497,44337.946019876006,44337.946019876006
36811.03,41799.71856513381,42837.534400060176,42837.534400060176
31533.86,37281.962289824485,35129.60116653443,35129.60116653443
14665.11,28189.259629031418,27394.664815329314,27394.664815329314
6248.56,13483.536178600789,15216.561692451834,15216.561692451834
938.49,2445.7469866673646,4501.307220238745,4501.307220238745
2284.34,1131.9562595528364,721.069496102035,721.069496102035
5235.19,10413.987553856372,8128.212427682876,8128.212427682876
10802.66,23499.450617923736,21452.981311761738,21452.981311761738
26287.05,32756.54541874647,31654.21656156957,31654.21656156957
37606.73,40289.32308574438,38856.10473188758,38856.10473188758
43541.57,43734.50719086647,42292.25435101747,42292.25435101747
44726.15,43539.69264456749,42513.74012016654,42513.74012016654
53079.71,42120.41773278236,41297.14874952793,41297.14874952793
54558.75,37591.39632948875,43655.72462057829,43655.72462057829
44334.62,28375.583842488526,32709.49739707589,32709.49739707589
24999.06,13281.090945660173,16124.24195074439,16124.24195074439
502.06,2206.7445995739104,3843.6250536777825,3843.6250536777825
3080.41,2849.308426015675,3038.8686140581967,3038.8686140581967
13185.77,14353.546373770832,12921.81672259301,12921.81672259301
21455.07,27711.97556832552,25700.959190641643,25700.959190641643
26569.0,36195.81716481686,34824.07653921962,34824.07653921962
39890.23,42778.42238726973,41881.82008371472,41881.82008371472
54435.61,45320.31612210274,45398.24965910673,45398.24965910673
56118.37,44701.49435368061,44712.315668811796,44712.315668811796
58225.38,42469.107984113696,43909.92518586397,43909.92518586397
40050.63,36301.12816599369,46305.43400477648,46305.43400477648
35140.92,27152.578411312104,34871.340678453445,34871.340678453445
7062.9,12133.783585442901,18033.28750137627,18033.28750137627
417.73,1587.1746205700933,4977.5570040348175,4977.5570040348175
3494.97,1598.5868821632862,2547.454420439154,2547.454420439154
10225.08,11725.725646525323,10896.622453873753,10896.622453873753
30813.55,24570.139477916957,23601.35969710052,23601.35969710052
29644.85,33317.3627768898,33579.09272370934,33579.09272370934
48267.21,40606.699445858,41175.69453822493,41175.69453822493
53457.78,43806.327688224315,45513.98061422586,45513.98061422586
40752.85,43486.80558944702,45148.00095783472,45148.00095783472
57249.74,41630.57183871269,45080.008828740116,45080.008828740116
54144.76,37548.57417802811,47492.745304837226,47492.745304837226
43836.38,28421.039926751255,35932.2347817409,35932.2347817409
21935.93,12610.484900576472,16732.472028946282,16732.472028946282
2286.88,1951.4803306566178,3841.5620475187898,3841.5620475187898
12449.14,4883.121347379983,5970.326799182296,5970.326799182296
36092.91,17692.950579788685,18782.52271187067,18782.52271187067
34244.6,30570.302078554032,32095.221815966368,32095.221815966368
36251.46,38254.42185807943,39795.888096427916,39795.888096427916
56592.36,43856.814294695854,45940.45775135756,45940.45775135756
56436.74,46075.46176202774,48276.18690857887,48276.18690857887
44892.36,45222.61554654598,47444.01851280928,47444.01851280928
51170.09,42439.15640539288,46121.42147739768,46121.42147739768
52208.42,37774.2780989027,44085.96837809801,44085.96837809801
44858.33,28191.34169019878,33613.07721053004,33613.07721053004
29305.06,11757.356960414052,14843.184833572208,14843.184833572208
2741.27,882.910194631666,2043.7316562257706,2043.7316562257706
9407.04,3320.531064439863,4341.899291511476,4341.899291511476
36463.83,15754.655832516552,17641.609151169658,17641.609151169658
51354.32,28411.250958908797,30813.567481063605,30813.567481063605
55301.77,36331.67792725563,38411.58563746691,38411.58563746691
57091.62,42561.74523390293,44548.37891936183,44548.37891936183
56675.3,45246.45794486284,47095.1352993679,47095.1352993679
54835.34,44321.38215234995,46094.80428393841,46094.80428393841
53778.5,41711.61978417277,44189.31502499461,44189.31502499461
45462.86,36836.158067750934,45343.386671979424,45343.386671979424
38451.56,27387.787645727396,34689.10340248704,34689.10340248704
7593.28,11506.984763391614,15558.75683915913,15558.75683915913
0.0,1114.1125708319246,2837.5256771712006,2837.5256771712006
2865.64,2648.49082847327,3705.037495421469,3705.037495421469
8035.08,13714.363243497013,15063.056474670768,15063.056474670768
8779.43,25941.515405126214,27201.02154903829,27201.02154903829
15395.85,34129.698526989225,35201.51042646289,35201.51042646289
20875.05,40905.51671022773,42265.2010631895,42265.2010631895
33203.63,43907.67910690307,45705.63830040455,45705.63830040455
35443.69,43246.23200837254,44997.80696986198,44997.80696986198
31969.53,40975.85525858044,43615.82777470589,43615.82777470589
54692.57,35182.650309827324,30930.135891740323,30930.135891740323
46273.98,25915.20502142191,23637.136801923512,23637.136801923512
21067.82,11333.986513254047,11622.32689985901,11622.32689985901
905.71,1406.992873480916,2380.8219903118907,2380.8219903118907
2735.94,1659.8340207013487,1732.6453784942628,1732.6453784942628
8490.48,11597.825535936356,11600.126609098614,11600.126609098614
15088.12,24502.201378213165,25001.905706484915,25001.905706484915
36295.79,33313.7273707366,33995.72879322887,33995.72879322887
28710.95,40584.88314969659,40507.011360567805,40507.011360567805
34394.39,43789.57085858822,42798.47115050316,42798.47115050316
34504.18,43611.44367556572,42755.938442207575,42755.938442207575
39264.87,41402.49062464237,40421.05831827044,40421.05831827044
45985.21,36172.35683147788,35203.94946753383,35203.94946753383
31317.65,27140.769130177498,27479.332729973794,27479.332729973794
26019.08,12203.817253661751,14092.337424648404,14092.337424648404
861.95,1663.2677814495564,3102.9112911655006,3102.9112911655006
11977.51,2357.204875258505,1965.8048728956283,1965.8048728956283
31080.07,13398.457254661918,12502.858354079128,12502.858354079128
33647.69,26463.275302575825,26248.161142300367,26248.161142300367
54466.82,34992.73700112343,35216.831618000266,35216.831618000266
52331.39,41809.78346879363,41725.532352306844,41725.532352306844
47428.63,44571.3684251523,44152.14666335821,44152.14666335821
37680.34,44090.383351175784,43859.70872634649,43859.70872634649
49273.51,41823.769362529514,41762.43828547358,41762.43828547358
52049.82,34807.46250154495,38657.45409884095,38657.45409884095
44014.3,25381.81915684223,28742.756004719733,28742.756004719733
19376.99,10986.573671091199,12512.668547753692,12512.668547753692
1298.95,1791.108556189686,1694.7104748757183,1694.7104748757183
10848.79,3332.139664980024,3432.4109782478213,3432.4109782478213
7097.62,13722.151194258333,14853.93571753323,14853.93571753323
23780.71,25690.923231298326,26902.705986154677,26902.705986154677
41193.39,33886.052989122865,34833.55869730711,34833.55869730711
51738.28,40463.28614643216,41486.734022644756,41486.734022644756
47984.13,43239.14643969178,44409.35743756056,44409.35743756056
48995.95,42821.14033919096,43639.982771641015,43639.982771641015
51711.13,40257.82009165883,41482.46184152841,41482.46184152841
50763.9,32915.164132443664,41137.88554238319,41137.88554238319
29983.41,23735.960416960716,29971.44224041581,29971.44224041581
4899.37,10373.72215035379,14011.028015529215,14011.028015529215
