Fecha,Año,Mes,Dia,Recurso,6,7,8,9,10,11,12,13,14,15,16,17,Temperatura_Tt,Viento_Wt,Irradiancia_It,Promedio_Generacion
2019-04-20,2019,4,20,EL PASO,2620.25,6696.68,12872.95,17183.86,44575.45,45297.43,37454.3,36923.38,35455.43,12009.36,1029.6,0.0,28.53333333333333,4.675,364.5,21009.89083333333
2019-04-21,2019,4,21,EL PASO,2802.53,11894.23,13098.58,22442.54,32628.51,36301.8,32489.12,46063.57,44042.18,38885.45,23517.67,2494.33,29.616666666666664,6.408333333333334,355.5833333333333,25555.0425
2019-04-22,2019,4,22,EL PASO,4846.04,10671.31,18830.05,20771.77,25424.81,39318.47,31451.55,20561.12,35044.53,25265.74,12824.68,5907.24,28.516666666666666,5.1000000000000005,338.25,20909.77583333333
2019-04-23,2019,4,23,EL PASO,11508.75,34578.01,44468.41,45744.44,43490.46,45457.99,40092.21,45350.77,43218.65,39539.4,24706.93,1091.92,29.825,5.125,466.6666666666667,34937.32833333334
2019-04-24,2019,4,24,EL PASO,6059.85,22255.07,38971.09,45553.03,46714.35,42073.62,45201.78,44156.98,42121.69,34108.16,24485.57,5436.46,31.149999999999995,3.733333333333333,527.4166666666666,33094.80416666667
2019-04-25,2019,4,25,EL PASO,7044.24,34217.75,43063.04,45109.84,45791.44,48278.84,48603.07,42514.16,43744.17,40272.89,20727.83,1938.27,31.041666666666668,4.383333333333334,447.5833333333333,35108.795000000006
2019-04-26,2019,4,26,EL PASO,3934.99,14073.01,33964.21,46792.43,39829.56,35130.01,40547.32,37982.6,39472.84,28009.28,11581.94,2075.29,31.21666666666667,3.675,429.75,27782.789999999997
2019-04-27,2019,4,27,EL PASO,5079.75,28039.3,42765.73,49246.43,48790.74,52295.56,52937.66,44302.63,40135.66,29025.65,10996.12,3402.41,33.083333333333336,5.7,520.75,33918.136666666665
2019-04-28,2019,4,28,EL PASO,5784.76,29874.45,39017.93,42697.99,48606.43,51775.57,52015.54,48936.78,45920.78,41543.18,27086.87,4845.28,34.28333333333333,5.308333333333334,513.4166666666666,36508.79666666667
2019-04-29,2019,4,29,EL PASO,7434.42,23342.58,35359.04,42920.18,44740.32,47127.53,47751.04,42487.25,35775.98,32468.47,15636.07,3712.02,34.86666666666667,6.116666666666667,534.5833333333334,31562.90833333333
2019-04-30,2019,4,30,EL PASO,11608.48,33044.21,41816.32,47987.5,50385.04,51033.4,52577.52,46726.39,39489.87,26986.02,11553.39,5676.23,34.80833333333333,5.5,524.9166666666666,34907.03083333334
2019-05-01,2019,5,1,EL PASO,10540.11,30121.48,43953.92,48521.59,48390.68,46800.97,46843.42,46082.56,43872.37,36678.38,23271.69,3190.54,35.25,7.675,547.1666666666666,35688.97583333333
2019-05-02,2019,5,2,EL PASO,11775.87,31294.87,40390.63,44366.97,47826.95,48248.23,51416.42,49690.85,46700.9,39400.13,21116.69,5098.55,35.95,7.166666666666667,579.6666666666666,36443.92166666667
2019-05-03,2019,5,3,EL PASO,0.0,0.0,17776.02,45446.12,50057.41,46236.69,46025.82,42428.31,38208.07,34379.96,20888.95,4286.48,35.083333333333336,7.083333333333333,504.6666666666667,28811.1525
2019-05-04,2019,5,4,EL PASO,6743.9,13697.41,19218.42,27257.35,27706.78,37353.01,43763.0,38312.63,39834.79,29635.56,13194.21,2563.98,33.625,7.524999999999999,493.4166666666667,24940.08666666667
2019-05-05,2019,5,5,EL PASO,224.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.04,532.06,35.516666666666666,6.6000000000000005,508.75,71.91166666666666
2019-05-06,2019,5,6,EL PASO,7067.84,26866.41,34816.64,43847.94,33840.59,39111.38,44432.37,40454.79,37475.55,32129.74,10833.0,2604.67,34.53333333333333,5.883333333333334,447.75,29456.74333333333
2019-05-07,2019,5,7,EL PASO,9310.57,23442.84,28753.87,35530.96,39759.55,41770.1,38984.12,39887.57,32096.38,14318.79,4500.84,401.23,32.75,6.491666666666667,476.5833333333333,25729.734999999997
2019-05-08,2019,5,8,EL PASO,7031.71,21528.14,32206.3,34418.74,35061.75,33377.39,32968.88,19994.68,20779.29,8894.76,3726.78,807.3,30.275,7.75,338.6666666666667,20899.64333333333
2019-05-09,2019,5,9,EL PASO,4249.97,15554.17,30344.76,38432.3,40942.19,38333.29,34637.99,24042.28,34087.73,7392.25,1451.63,310.77,29.016666666666666,5.233333333333333,334.25,22481.610833333336
2019-05-10,2019,5,10,EL PASO,463.74,2143.77,11548.05,19265.26,24551.21,35839.37,39695.0,34669.5,32511.43,22146.73,10775.4,2032.71,27.45,4.958333333333333,301.9166666666667,19636.8475
2019-05-11,2019,5,11,EL PASO,2402.79,10284.65,12020.09,12996.51,22242.55,29277.05,32106.34,26057.36,26483.46,20904.79,14583.39,1197.3,27.83333333333333,2.533333333333333,295.0833333333333,17546.356666666663
2019-05-12,2019,5,12,EL PASO,4889.54,13447.53,18428.54,18564.6,22411.14,24509.28,36645.19,26732.6,14742.99,11993.83,7486.13,4172.11,28.541666666666668,4.341666666666667,380.9166666666667,17001.956666666665
2019-05-13,2019,5,13,EL PASO,6861.6,19215.84,31587.28,36577.2,38784.61,41021.25,39989.11,32035.41,26675.0,23131.44,14503.99,2237.28,30.375,6.016666666666667,456.5833333333333,26051.667500000007
2019-05-14,2019,5,14,EL PASO,2679.59,15932.42,26573.75,33359.12,31543.93,37476.14,40812.09,39957.6,36171.71,19070.29,8525.57,2763.43,29.016666666666666,4.858333333333333,378.6666666666667,24572.13666666667
2019-05-15,2019,5,15,EL PASO,6676.62,13328.16,27774.85,37314.29,32051.1,35227.83,30971.75,30581.32,28212.15,16958.44,7745.22,178.1,29.46666666666667,4.2,411.0,22251.652499999997
