Fecha_Diaria,Temperatura_Tt,Viento_Wt,Irradiancia_It
2019-01-01,33.65384615384615,21.45384615384615,467.84615384615387
2019-01-02,33.07692307692308,18.93846153846154,471.3076923076923
2019-01-03,33.44615384615385,10.561538461538463,466.84615384615387
2019-01-04,34.107692307692304,7.761538461538462,466.53846153846155
2019-01-05,33.95384615384615,4.407692307692307,469.2307692307692
2019-01-06,32.86153846153846,6.507692307692308,442.46153846153845
2019-01-07,31.823076923076922,5.615384615384615,423.46153846153845
2019-01-08,30.96153846153846,5.384615384615385,425.3076923076923
2019-01-09,30.553846153846152,7.315384615384615,385.7692307692308
2019-01-10,28.4,4.338461538461538,383.0769230769231
2019-01-11,30.707692307692305,5.092307692307693,413.0769230769231
2019-01-12,32.16153846153846,9.315384615384614,443.9230769230769
2019-01-13,32.73076923076923,11.723076923076924,455.84615384615387
2019-01-14,33.184615384615384,14.038461538461538,466.7692307692308
2019-01-15,33.223076923076924,11.692307692307692,460.0
2019-01-16,33.23076923076923,13.607692307692307,456.61538461538464
2019-01-17,33.223076923076924,14.007692307692308,448.46153846153845
2019-01-18,33.50769230769231,13.523076923076925,459.2307692307692
2019-01-19,33.96153846153846,11.86153846153846,465.0769230769231
2019-01-20,33.753846153846155,3.523076923076923,466.6923076923077
2019-01-21,33.42307692307692,11.515384615384615,446.53846153846155
2019-01-22,33.54615384615385,18.584615384615383,484.53846153846155
2019-01-23,33.36153846153846,23.515384615384615,487.53846153846155
2019-01-24,34.26153846153846,9.330769230769231,483.3076923076923
2019-01-25,33.1,3.3615384615384616,468.38461538461536
2019-01-26,33.10769230769231,5.5307692307692315,469.84615384615387
2019-01-27,32.91538461538461,4.8769230769230765,475.61538461538464
2019-01-28,32.63076923076923,5.7153846153846155,427.46153846153845
2019-01-29,32.36153846153846,3.0307692307692307,459.0769230769231
2019-01-30,32.03846153846154,5.838461538461539,457.6923076923077
2019-01-31,32.93846153846154,13.346153846153847,431.7692307692308
2019-02-01,33.353846153846156,11.73076923076923,492.84615384615387
2019-02-02,32.96923076923077,7.93076923076923,489.15384615384613
2019-02-03,33.02307692307692,9.36923076923077,499.9230769230769
