Mes,Real,SARIMAX,LSTM
2023-07,13325642.26,13768332.952378552,11235590.34981263
2023-08,13295989.77,14080949.228709493,11343328.900684346
2023-09,12609645.1,13219456.968476139,10777612.794157153
2023-10,12131952.98,11782963.437142411,10687801.913940694
2023-11,12756108.73,11326550.886020944,8522099.777733725
2023-12,14739962.19,12360057.82680619,7671762.409295834
