Mes,Irradiancia_It_mean,Irradiancia_It_std,Temperatura_Tt_mean,Temperatura_Tt_std,Humedad_Ht_mean,Humedad_Ht_std,Viento_Wt_mean,Viento_Wt_std,kWh_Total
2022-06,388.67491666666666,227.1032373516326,30.356805555555557,2.887532621764085,63.29605555555556,15.108879456697528,3.7916000000000003,1.5599287234627504,10943069.43
2022-07,454.14927419354837,251.04380664805322,32.59620967741936,3.9363538054984897,52.601102150537635,17.840249705754154,3.6983225806451614,1.5983634565789526,13340255.83
2022-08,453.26040322580644,281.51509298342256,31.805994623655913,3.7906941423482805,55.45983870967742,17.95607865378228,3.7878387096774193,1.7343978893568042,12520268.26
2022-09,424.1699722222222,252.62223844141747,29.103444444444445,2.6491395191441036,70.93127777777778,14.584017983238978,3.5113,1.5334477980367054,11761944.1
2022-10,394.6830913978495,239.4961130451449,28.516532258064515,2.6289559213028637,74.54658602150538,14.880928220426135,3.867483870967742,1.5845922251338938,11344438.01
2022-11,361.30619444444443,225.52480537333517,28.21361111111111,2.753829901085063,74.74938888888889,14.257578258142683,3.1635000000000004,1.6408863882901117,10746801.79
2022-12,451.9790053763441,278.3993909062295,30.61596774193548,4.228228698743216,52.59607526881721,16.947275752888842,3.9780967741935487,1.6640354648700741,13827424.02
2023-01,453.0669722222222,284.5741070167845,32.40547222222222,4.35416661455487,41.82197222222222,16.40175623279767,4.6864,2.035329695767626,12683629.84
2023-02,504.3386111111111,294.6504844499834,34.844783950617284,4.468818727589116,32.08324074074074,11.84907770276914,5.934444444444445,1.9721473955678874,13104196.79
2023-03,462.6670161290323,283.9590577364762,33.61870967741935,4.580867154059434,41.526774193548384,16.737155442770156,5.294225806451613,2.190127555413572,13968635.51
2023-04,457.30305555555555,280.5888430976193,32.65875,4.115220859545845,49.62277777777778,18.223096476374376,5.1827000000000005,2.276202858473908,11968831.12
2023-05,454.9402688172043,275.9236027687503,33.02717741935484,4.092707779836344,53.41153225806452,18.399507847236574,4.678548387096774,1.9801106125880048,12969364.94
2023-06,453.3329444444445,266.7349976174483,32.72397222222222,3.9156921001505847,55.11783333333333,18.348469664390812,4.2515,1.8886221931082012,12624072.1
2023-07,478.9097580645161,278.51568971603837,34.365887096774195,3.8146413944629898,46.8430376344086,16.41917752137311,4.575193548387097,2.0148526435886214,13325642.26
2023-08,491.54956989247313,286.72029991739356,34.46989247311828,4.273383490562186,46.699489247311824,17.692662526753807,4.448806451612904,1.8950925516052348,13295989.77
2023-09,472.0820833333333,283.31037697805397,34.61763888888889,3.8153304938515498,46.297666666666665,15.756632068764507,4.2895,1.8453430281020655,12609645.1
2023-10,413.6784946236559,250.69813058025366,30.803924731182793,3.5248696215274076,65.08551075268818,17.92968979899803,4.245387096774194,1.6949106538944199,12131952.98
2023-11,411.33597222222227,257.9403806104619,30.530194444444447,3.5320214789979323,66.54141666666666,17.378608483028973,3.6185,1.519808643210624,12756108.73
2023-12,418.21884408602153,264.5786483990861,33.18260752688172,4.0516624556069525,49.82260752688172,16.415138924323752,4.325225806451614,1.8141735720192522,14739962.19
