Fecha,Recurso,Tipo Generación,Combustible,Código Agente,Tipo Despacho,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Version
2019-02-16 00:00:00,EL PASO,SOLAR,RAD SOLAR,ENDG,DESPACHADO CENTRALMENTE,0.0,0.0,0.0,0.0,0.0,0.0,807.1,6480.75,14353.54,19390.02,22191.57,22789.03,19217.11,17398.09,15980.21,13475.81,9035.94,2494.28,0.0,0.0,0.0,0.0,0.0,0.0,TX4
2019-02-17 00:00:00,EL PASO,SOLAR,RAD SOLAR,ENDG,DESPACHADO CENTRALMENTE,0.0,0.0,0.0,0.0,0.0,0.0,806.82,6669.57,12590.5,15408.3,17020.98,17913.73,18072.33,16716.97,13296.72,13797.42,7973.68,1307.46,0.0,0.0,0.0,0.0,0.0,0.0,TX4
2019-02-18 00:00:00,EL PASO,SOLAR,RAD SOLAR,ENDG,DESPACHADO CENTRALMENTE,0.0,0.0,0.0,0.0,0.0,0.0,881.67,7144.29,11841.3,13254.79,14629.93,15972.76,16196.83,15735.59,14885.55,14486.01,9253.38,1994.16,0.0,0.0,0.0,0.0,0.0,0.0,TX4
2019-02-19 00:00:00,EL PASO,SOLAR,RAD SOLAR,ENDG,DESPACHADO CENTRALMENTE,0.0,0.0,0.0,0.0,0.0,0.0,837.41,7334.9,15373.76,20579.7,23102.99,22647.94,23739.96,22706.19,17680.81,11770.54,4467.34,1114.81,0.0,0.0,0.0,0.0,0.0,0.0,TX4
2019-02-20 00:00:00,EL PASO,SOLAR,RAD SOLAR,ENDG,DESPACHADO CENTRALMENTE,0.0,0.0,0.0,0.0,0.0,0.0,309.18,3331.35,6151.31,7757.86,8660.68,13387.83,15078.41,14940.47,12900.58,15286.66,7530.5,3317.65,0.0,0.0,0.0,0.0,0.0,0.0,TX4
2019-02-21 00:00:00,EL PASO,SOLAR,RAD SOLAR,ENDG,DESPACHADO CENTRALMENTE,0.0,0.0,0.0,0.0,0.0,0.0,1119.14,5087.8,12349.51,19079.54,28119.71,30963.05,32934.55,31974.89,31154.94,26518.62,15038.54,3434.79,0.0,0.0,0.0,0.0,0.0,0.0,TX4
2019-02-22 00:00:00,EL PASO,SOLAR,RAD SOLAR,ENDG,DESPACHADO CENTRALMENTE,0.0,0.0,0.0,0.0,0.0,0.0,1330.39,10224.8,22716.74,29219.15,32810.88,34050.27,33312.39,31650.71,26728.75,14130.15,7669.06,1665.67,0.0,0.0,0.0,0.0,0.0,0.0,TX4
2019-02-23 00:00:00,EL PASO,SOLAR,RAD SOLAR,ENDG,DESPACHADO CENTRALMENTE,0.0,0.0,0.0,0.0,0.0,0.0,2088.34,9140.33,21975.62,25944.6,29060.97,26765.91,30655.5,31645.7,25727.62,19113.22,9412.21,2039.72,0.0,0.0,0.0,0.0,0.0,0.0,TX4
2019-02-24 00:00:00,EL PASO,SOLAR,RAD SOLAR,ENDG,DESPACHADO CENTRALMENTE,0.0,0.0,0.0,0.0,0.0,0.0,1370.34,10989.24,23125.64,29152.69,29983.13,31168.29,31246.53,28040.68,25379.79,22241.08,12730.22,2773.11,0.0,0.0,0.0,0.0,0.0,0.0,TX4
2019-02-25 00:00:00,EL PASO,SOLAR,RAD SOLAR,ENDG,DESPACHADO CENTRALMENTE,0.0,0.0,0.0,0.0,0.0,0.0,1403.42,10987.68,22331.86,24765.6,26177.79,27232.27,27008.28,27142.39,26933.79,21446.74,11584.73,2466.33,0.0,0.0,0.0,0.0,0.0,0.0,TX4
2019-02-26 00:00:00,EL PASO,SOLAR,RAD SOLAR,ENDG,DESPACHADO CENTRALMENTE,0.0,0.0,0.0,0.0,0.0,0.0,1538.75,11487.22,23729.85,24233.93,26065.08,28376.27,31478.43,30872.26,27733.87,22256.01,13615.09,3268.82,0.0,0.0,0.0,0.0,0.0,0.0,TX4
2019-02-27 00:00:00,EL PASO,SOLAR,RAD SOLAR,ENDG,DESPACHADO CENTRALMENTE,0.0,0.0,0.0,0.0,0.0,0.0,1590.71,11110.79,24235.1,28534.85,28200.05,31801.33,33459.58,32675.3,27735.96,19014.62,13007.48,3403.73,0.0,0.0,0.0,0.0,0.0,0.0,TX4
2019-02-28 00:00:00,EL PASO,SOLAR,RAD SOLAR,ENDG,DESPACHADO CENTRALMENTE,0.0,0.0,0.0,0.0,0.0,0.0,1632.86,11044.01,21674.16,27901.07,30737.37,32550.41,33910.09,33722.48,27897.9,15230.48,10900.36,3228.13,0.0,0.0,0.0,0.0,0.0,0.0,TX4
2019-03-01 00:00:00,EL PASO,SOLAR,RAD SOLAR,ENDG,DESPACHADO CENTRALMENTE,0.0,0.0,0.0,0.0,0.0,0.0,1237.06,7805.15,20701.65,26975.31,31640.12,33836.68,33959.1,32248.91,27849.18,21851.08,11204.22,3031.99,0.0,0.0,0.0,0.0,0.0,0.0,TX5
2019-03-02 00:00:00,EL PASO,SOLAR,RAD SOLAR,ENDG,DESPACHADO CENTRALMENTE,0.0,0.0,0.0,0.0,0.0,0.0,552.55,6418.68,11655.73,24217.74,28879.78,29406.17,32636.06,29510.71,27805.38,22161.63,8256.06,1921.66,0.0,0.0,0.0,0.0,0.0,0.0,TX5
2019-03-03 00:00:00,EL PASO,SOLAR,RAD SOLAR,ENDG,DESPACHADO CENTRALMENTE,0.0,0.0,0.0,0.0,0.0,0.0,1393.11,11539.08,25199.55,34447.02,39574.56,41484.21,40832.47,34019.09,30010.12,25148.5,8291.65,3355.3,0.0,0.0,0.0,0.0,0.0,0.0,TX5
